date,year,month,month_name,day,day_of_week,day_of_week_num,week_of_year,is_weekend,is_holiday,weather,product,actual_demand,production,sales,waste,stockout,price,cost_per_unit,revenue,production_cost,waste_cost,profit,service_level,shelf_life_days
2023-05-26,2023,5,May,26,Friday,4,21,False,False,Sunny,Croissant,48,48,48,0,0,3.5,1.2,168.0,57.6,0.0,110.4,100.0,1
2023-05-26,2023,5,May,26,Friday,4,21,False,False,Sunny,Baguette,70,62,62,0,8,2.8,0.9,173.6,55.8,0.0,117.8,88.57,1
2023-05-26,2023,5,May,26,Friday,4,21,False,False,Sunny,Sourdough,27,34,27,7,0,5.5,2.0,148.5,68.0,14.0,80.5,100.0,3
2023-05-26,2023,5,May,26,Friday,4,21,False,False,Sunny,Sandwich,40,39,39,0,1,6.5,2.8,253.5,109.2,0.0,144.3,97.5,1
2023-05-26,2023,5,May,26,Friday,4,21,False,False,Sunny,Donut,58,55,55,0,3,2.5,0.8,137.5,44.0,0.0,93.5,94.83,2
2023-05-26,2023,5,May,26,Friday,4,21,False,False,Sunny,Muffin,38,41,38,3,0,3.2,1.1,121.6,45.1,3.3,76.5,100.0,2
2023-05-26,2023,5,May,26,Friday,4,21,False,False,Sunny,Cinnamon_Roll,35,30,30,0,5,4.0,1.5,120.0,45.0,0.0,75.0,85.71,2
2023-05-27,2023,5,May,27,Saturday,5,21,True,False,Rainy,Croissant,44,48,44,4,0,3.5,1.2,154.0,57.6,4.8,96.4,100.0,1
2023-05-27,2023,5,May,27,Saturday,5,21,True,False,Rainy,Baguette,47,61,47,14,0,2.8,0.9,131.6,54.9,12.6,76.7,100.0,1
2023-05-27,2023,5,May,27,Saturday,5,21,True,False,Rainy,Sourdough,25,34,25,9,0,5.5,2.0,137.5,68.0,18.0,69.5,100.0,3
2023-05-27,2023,5,May,27,Saturday,5,21,True,False,Rainy,Sandwich,26,38,26,12,0,6.5,2.8,169.0,106.4,33.6,62.6,100.0,1
2023-05-27,2023,5,May,27,Saturday,5,21,True,False,Rainy,Donut,43,54,43,11,0,2.5,0.8,107.5,43.2,8.8,64.3,100.0,2
2023-05-27,2023,5,May,27,Saturday,5,21,True,False,Rainy,Muffin,46,41,41,0,5,3.2,1.1,131.2,45.1,0.0,86.1,89.13,2
2023-05-27,2023,5,May,27,Saturday,5,21,True,False,Rainy,Cinnamon_Roll,21,30,21,9,0,4.0,1.5,84.0,45.0,13.5,39.0,100.0,2
2023-05-28,2023,5,May,28,Sunday,6,21,True,True,Sunny,Croissant,75,86,75,11,0,3.5,1.2,262.5,103.2,13.2,159.3,100.0,1
2023-05-28,2023,5,May,28,Sunday,6,21,True,True,Sunny,Baguette,126,111,111,0,15,2.8,0.9,310.8,99.9,0.0,210.9,88.1,1
2023-05-28,2023,5,May,28,Sunday,6,21,True,True,Sunny,Sourdough,64,61,61,0,3,5.5,2.0,335.5,122.0,0.0,213.5,95.31,3
2023-05-28,2023,5,May,28,Sunday,6,21,True,True,Sunny,Sandwich,56,69,56,13,0,6.5,2.8,364.0,193.2,36.4,170.8,100.0,1
2023-05-28,2023,5,May,28,Sunday,6,21,True,True,Sunny,Donut,120,99,99,0,21,2.5,0.8,247.5,79.2,0.0,168.3,82.5,2
2023-05-28,2023,5,May,28,Sunday,6,21,True,True,Sunny,Muffin,77,74,74,0,3,3.2,1.1,236.8,81.4,0.0,155.4,96.1,2
2023-05-28,2023,5,May,28,Sunday,6,21,True,True,Sunny,Cinnamon_Roll,47,54,47,7,0,4.0,1.5,188.0,81.0,10.5,107.0,100.0,2
2023-05-29,2023,5,May,29,Monday,0,22,False,False,Cloudy,Croissant,29,32,29,3,0,3.5,1.2,101.5,38.4,3.6,63.1,100.0,1
2023-05-29,2023,5,May,29,Monday,0,22,False,False,Cloudy,Baguette,40,42,40,2,0,2.8,0.9,112.0,37.8,1.8,74.2,100.0,1
2023-05-29,2023,5,May,29,Monday,0,22,False,False,Cloudy,Sourdough,18,23,18,5,0,5.5,2.0,99.0,46.0,10.0,53.0,100.0,3
2023-05-29,2023,5,May,29,Monday,0,22,False,False,Cloudy,Sandwich,19,26,19,7,0,6.5,2.8,123.5,72.8,19.6,50.7,100.0,1
2023-05-29,2023,5,May,29,Monday,0,22,False,False,Cloudy,Donut,43,37,37,0,6,2.5,0.8,92.5,29.6,0.0,62.9,86.05,2
2023-05-29,2023,5,May,29,Monday,0,22,False,False,Cloudy,Muffin,19,28,19,9,0,3.2,1.1,60.8,30.8,9.9,30.0,100.0,2
2023-05-29,2023,5,May,29,Monday,0,22,False,False,Cloudy,Cinnamon_Roll,26,20,20,0,6,4.0,1.5,80.0,30.0,0.0,50.0,76.92,2
2023-05-30,2023,5,May,30,Tuesday,1,22,False,False,Cloudy,Croissant,36,34,34,0,2,3.5,1.2,119.0,40.8,0.0,78.2,94.44,1
2023-05-30,2023,5,May,30,Tuesday,1,22,False,False,Cloudy,Baguette,46,44,44,0,2,2.8,0.9,123.2,39.6,0.0,83.6,95.65,1
2023-05-30,2023,5,May,30,Tuesday,1,22,False,False,Cloudy,Sourdough,26,24,24,0,2,5.5,2.0,132.0,48.0,0.0,84.0,92.31,3
2023-05-30,2023,5,May,30,Tuesday,1,22,False,False,Cloudy,Sandwich,29,27,27,0,2,6.5,2.8,175.5,75.6,0.0,99.9,93.1,1
2023-05-30,2023,5,May,30,Tuesday,1,22,False,False,Cloudy,Donut,39,39,39,0,0,2.5,0.8,97.5,31.2,0.0,66.3,100.0,2
2023-05-30,2023,5,May,30,Tuesday,1,22,False,False,Cloudy,Muffin,28,29,28,1,0,3.2,1.1,89.6,31.9,1.1,57.7,100.0,2
2023-05-30,2023,5,May,30,Tuesday,1,22,False,False,Cloudy,Cinnamon_Roll,20,21,20,1,0,4.0,1.5,80.0,31.5,1.5,48.5,100.0,2
2023-05-31,2023,5,May,31,Wednesday,2,22,False,False,Sunny,Croissant,37,40,37,3,0,3.5,1.2,129.5,48.0,3.6,81.5,100.0,1
2023-05-31,2023,5,May,31,Wednesday,2,22,False,False,Sunny,Baguette,53,51,51,0,2,2.8,0.9,142.8,45.9,0.0,96.9,96.23,1
2023-05-31,2023,5,May,31,Wednesday,2,22,False,False,Sunny,Sourdough,27,28,27,1,0,5.5,2.0,148.5,56.0,2.0,92.5,100.0,3
2023-05-31,2023,5,May,31,Wednesday,2,22,False,False,Sunny,Sandwich,26,32,26,6,0,6.5,2.8,169.0,89.6,16.8,79.4,100.0,1
2023-05-31,2023,5,May,31,Wednesday,2,22,False,False,Sunny,Donut,38,46,38,8,0,2.5,0.8,95.0,36.8,6.4,58.2,100.0,2
2023-05-31,2023,5,May,31,Wednesday,2,22,False,False,Sunny,Muffin,28,34,28,6,0,3.2,1.1,89.6,37.4,6.6,52.2,100.0,2
2023-05-31,2023,5,May,31,Wednesday,2,22,False,False,Sunny,Cinnamon_Roll,27,25,25,0,2,4.0,1.5,100.0,37.5,0.0,62.5,92.59,2
2023-06-01,2023,6,June,1,Thursday,3,22,False,False,Cloudy,Croissant,30,34,30,4,0,3.5,1.2,105.0,40.8,4.8,64.2,100.0,1
2023-06-01,2023,6,June,1,Thursday,3,22,False,False,Cloudy,Baguette,48,44,44,0,4,2.8,0.9,123.2,39.6,0.0,83.6,91.67,1
2023-06-01,2023,6,June,1,Thursday,3,22,False,False,Cloudy,Sourdough,18,24,18,6,0,5.5,2.0,99.0,48.0,12.0,51.0,100.0,3
2023-06-01,2023,6,June,1,Thursday,3,22,False,False,Cloudy,Sandwich,22,27,22,5,0,6.5,2.8,143.0,75.6,14.0,67.4,100.0,1
2023-06-01,2023,6,June,1,Thursday,3,22,False,False,Cloudy,Donut,43,39,39,0,4,2.5,0.8,97.5,31.2,0.0,66.3,90.7,2
2023-06-01,2023,6,June,1,Thursday,3,22,False,False,Cloudy,Muffin,24,29,24,5,0,3.2,1.1,76.8,31.9,5.5,44.9,100.0,2
2023-06-01,2023,6,June,1,Thursday,3,22,False,False,Cloudy,Cinnamon_Roll,20,21,20,1,0,4.0,1.5,80.0,31.5,1.5,48.5,100.0,2
2023-06-02,2023,6,June,2,Friday,4,22,False,False,Sunny,Croissant,35,44,35,9,0,3.5,1.2,122.5,52.8,10.8,69.7,100.0,1
2023-06-02,2023,6,June,2,Friday,4,22,False,False,Sunny,Baguette,58,56,56,0,2,2.8,0.9,156.8,50.4,0.0,106.4,96.55,1
2023-06-02,2023,6,June,2,Friday,4,22,False,False,Sunny,Sourdough,38,31,31,0,7,5.5,2.0,170.5,62.0,0.0,108.5,81.58,3
2023-06-02,2023,6,June,2,Friday,4,22,False,False,Sunny,Sandwich,34,35,34,1,0,6.5,2.8,221.0,98.0,2.8,123.0,100.0,1
2023-06-02,2023,6,June,2,Friday,4,22,False,False,Sunny,Donut,49,50,49,1,0,2.5,0.8,122.5,40.0,0.8,82.5,100.0,2
2023-06-02,2023,6,June,2,Friday,4,22,False,False,Sunny,Muffin,30,37,30,7,0,3.2,1.1,96.0,40.7,7.7,55.3,100.0,2
2023-06-02,2023,6,June,2,Friday,4,22,False,False,Sunny,Cinnamon_Roll,31,27,27,0,4,4.0,1.5,108.0,40.5,0.0,67.5,87.1,2
2023-06-03,2023,6,June,3,Saturday,5,22,True,False,Cloudy,Croissant,46,51,46,5,0,3.5,1.2,161.0,61.2,6.0,99.8,100.0,1
2023-06-03,2023,6,June,3,Saturday,5,22,True,False,Cloudy,Baguette,60,65,60,5,0,2.8,0.9,168.0,58.5,4.5,109.5,100.0,1
2023-06-03,2023,6,June,3,Saturday,5,22,True,False,Cloudy,Sourdough,31,36,31,5,0,5.5,2.0,170.5,72.0,10.0,98.5,100.0,3
2023-06-03,2023,6,June,3,Saturday,5,22,True,False,Cloudy,Sandwich,37,40,37,3,0,6.5,2.8,240.5,112.0,8.4,128.5,100.0,1
2023-06-03,2023,6,June,3,Saturday,5,22,True,False,Cloudy,Donut,57,58,57,1,0,2.5,0.8,142.5,46.4,0.8,96.1,100.0,2
2023-06-03,2023,6,June,3,Saturday,5,22,True,False,Cloudy,Muffin,40,43,40,3,0,3.2,1.1,128.0,47.3,3.3,80.7,100.0,2
2023-06-03,2023,6,June,3,Saturday,5,22,True,False,Cloudy,Cinnamon_Roll,29,32,29,3,0,4.0,1.5,116.0,48.0,4.5,68.0,100.0,2
2023-06-04,2023,6,June,4,Sunday,6,22,True,False,Sunny,Croissant,51,52,51,1,0,3.5,1.2,178.5,62.4,1.2,116.1,100.0,1
2023-06-04,2023,6,June,4,Sunday,6,22,True,False,Sunny,Baguette,49,67,49,18,0,2.8,0.9,137.2,60.3,16.2,76.9,100.0,1
2023-06-04,2023,6,June,4,Sunday,6,22,True,False,Sunny,Sourdough,39,37,37,0,2,5.5,2.0,203.5,74.0,0.0,129.5,94.87,3
2023-06-04,2023,6,June,4,Sunday,6,22,True,False,Sunny,Sandwich,36,41,36,5,0,6.5,2.8,234.0,114.8,14.0,119.2,100.0,1
2023-06-04,2023,6,June,4,Sunday,6,22,True,False,Sunny,Donut,52,59,52,7,0,2.5,0.8,130.0,47.2,5.6,82.8,100.0,2
2023-06-04,2023,6,June,4,Sunday,6,22,True,False,Sunny,Muffin,45,44,44,0,1,3.2,1.1,140.8,48.4,0.0,92.4,97.78,2
2023-06-04,2023,6,June,4,Sunday,6,22,True,False,Sunny,Cinnamon_Roll,33,32,32,0,1,4.0,1.5,128.0,48.0,0.0,80.0,96.97,2
2023-06-05,2023,6,June,5,Monday,0,23,False,False,Sunny,Croissant,27,32,27,5,0,3.5,1.2,94.5,38.4,6.0,56.1,100.0,1
2023-06-05,2023,6,June,5,Monday,0,23,False,False,Sunny,Baguette,38,41,38,3,0,2.8,0.9,106.4,36.9,2.7,69.5,100.0,1
2023-06-05,2023,6,June,5,Monday,0,23,False,False,Sunny,Sourdough,26,23,23,0,3,5.5,2.0,126.5,46.0,0.0,80.5,88.46,3
2023-06-05,2023,6,June,5,Monday,0,23,False,False,Sunny,Sandwich,22,26,22,4,0,6.5,2.8,143.0,72.8,11.2,70.2,100.0,1
2023-06-05,2023,6,June,5,Monday,0,23,False,False,Sunny,Donut,37,37,37,0,0,2.5,0.8,92.5,29.6,0.0,62.9,100.0,2
2023-06-05,2023,6,June,5,Monday,0,23,False,False,Sunny,Muffin,23,27,23,4,0,3.2,1.1,73.6,29.7,4.4,43.9,100.0,2
2023-06-05,2023,6,June,5,Monday,0,23,False,False,Sunny,Cinnamon_Roll,25,20,20,0,5,4.0,1.5,80.0,30.0,0.0,50.0,80.0,2
2023-06-06,2023,6,June,6,Tuesday,1,23,False,False,Cloudy,Croissant,32,31,31,0,1,3.5,1.2,108.5,37.2,0.0,71.3,96.88,1
2023-06-06,2023,6,June,6,Tuesday,1,23,False,False,Cloudy,Baguette,34,40,34,6,0,2.8,0.9,95.2,36.0,5.4,59.2,100.0,1
2023-06-06,2023,6,June,6,Tuesday,1,23,False,False,Cloudy,Sourdough,20,22,20,2,0,5.5,2.0,110.0,44.0,4.0,66.0,100.0,3
2023-06-06,2023,6,June,6,Tuesday,1,23,False,False,Cloudy,Sandwich,25,25,25,0,0,6.5,2.8,162.5,70.0,0.0,92.5,100.0,1
2023-06-06,2023,6,June,6,Tuesday,1,23,False,False,Cloudy,Donut,40,35,35,0,5,2.5,0.8,87.5,28.0,0.0,59.5,87.5,2
2023-06-06,2023,6,June,6,Tuesday,1,23,False,False,Cloudy,Muffin,31,26,26,0,5,3.2,1.1,83.2,28.6,0.0,54.6,83.87,2
2023-06-06,2023,6,June,6,Tuesday,1,23,False,False,Cloudy,Cinnamon_Roll,14,19,14,5,0,4.0,1.5,56.0,28.5,7.5,27.5,100.0,2
2023-06-07,2023,6,June,7,Wednesday,2,23,False,False,Sunny,Croissant,36,36,36,0,0,3.5,1.2,126.0,43.2,0.0,82.8,100.0,1
2023-06-07,2023,6,June,7,Wednesday,2,23,False,False,Sunny,Baguette,44,46,44,2,0,2.8,0.9,123.2,41.4,1.8,81.8,100.0,1
2023-06-07,2023,6,June,7,Wednesday,2,23,False,False,Sunny,Sourdough,34,26,26,0,8,5.5,2.0,143.0,52.0,0.0,91.0,76.47,3
2023-06-07,2023,6,June,7,Wednesday,2,23,False,False,Sunny,Sandwich,24,29,24,5,0,6.5,2.8,156.0,81.2,14.0,74.8,100.0,1
2023-06-07,2023,6,June,7,Wednesday,2,23,False,False,Sunny,Donut,49,41,41,0,8,2.5,0.8,102.5,32.8,0.0,69.7,83.67,2
2023-06-07,2023,6,June,7,Wednesday,2,23,False,False,Sunny,Muffin,37,31,31,0,6,3.2,1.1,99.2,34.1,0.0,65.1,83.78,2
2023-06-07,2023,6,June,7,Wednesday,2,23,False,False,Sunny,Cinnamon_Roll,20,22,20,2,0,4.0,1.5,80.0,33.0,3.0,47.0,100.0,2
2023-06-08,2023,6,June,8,Thursday,3,23,False,False,Cloudy,Croissant,34,34,34,0,0,3.5,1.2,119.0,40.8,0.0,78.2,100.0,1
2023-06-08,2023,6,June,8,Thursday,3,23,False,False,Cloudy,Baguette,39,44,39,5,0,2.8,0.9,109.2,39.6,4.5,69.6,100.0,1
2023-06-08,2023,6,June,8,Thursday,3,23,False,False,Cloudy,Sourdough,17,24,17,7,0,5.5,2.0,93.5,48.0,14.0,45.5,100.0,3
2023-06-08,2023,6,June,8,Thursday,3,23,False,False,Cloudy,Sandwich,28,27,27,0,1,6.5,2.8,175.5,75.6,0.0,99.9,96.43,1
2023-06-08,2023,6,June,8,Thursday,3,23,False,False,Cloudy,Donut,31,39,31,8,0,2.5,0.8,77.5,31.2,6.4,46.3,100.0,2
2023-06-08,2023,6,June,8,Thursday,3,23,False,False,Cloudy,Muffin,25,29,25,4,0,3.2,1.1,80.0,31.9,4.4,48.1,100.0,2
2023-06-08,2023,6,June,8,Thursday,3,23,False,False,Cloudy,Cinnamon_Roll,19,21,19,2,0,4.0,1.5,76.0,31.5,3.0,44.5,100.0,2
2023-06-09,2023,6,June,9,Friday,4,23,False,False,Cloudy,Croissant,37,40,37,3,0,3.5,1.2,129.5,48.0,3.6,81.5,100.0,1
2023-06-09,2023,6,June,9,Friday,4,23,False,False,Cloudy,Baguette,50,51,50,1,0,2.8,0.9,140.0,45.9,0.9,94.1,100.0,1
2023-06-09,2023,6,June,9,Friday,4,23,False,False,Cloudy,Sourdough,20,28,20,8,0,5.5,2.0,110.0,56.0,16.0,54.0,100.0,3
2023-06-09,2023,6,June,9,Friday,4,23,False,False,Cloudy,Sandwich,32,32,32,0,0,6.5,2.8,208.0,89.6,0.0,118.4,100.0,1
2023-06-09,2023,6,June,9,Friday,4,23,False,False,Cloudy,Donut,49,45,45,0,4,2.5,0.8,112.5,36.0,0.0,76.5,91.84,2
2023-06-09,2023,6,June,9,Friday,4,23,False,False,Cloudy,Muffin,22,34,22,12,0,3.2,1.1,70.4,37.4,13.2,33.0,100.0,2
2023-06-09,2023,6,June,9,Friday,4,23,False,False,Cloudy,Cinnamon_Roll,25,25,25,0,0,4.0,1.5,100.0,37.5,0.0,62.5,100.0,2
2023-06-10,2023,6,June,10,Saturday,5,23,True,False,Sunny,Croissant,56,56,56,0,0,3.5,1.2,196.0,67.2,0.0,128.8,100.0,1
2023-06-10,2023,6,June,10,Saturday,5,23,True,False,Sunny,Baguette,85,72,72,0,13,2.8,0.9,201.6,64.8,0.0,136.8,84.71,1
2023-06-10,2023,6,June,10,Saturday,5,23,True,False,Sunny,Sourdough,35,40,35,5,0,5.5,2.0,192.5,80.0,10.0,112.5,100.0,3
2023-06-10,2023,6,June,10,Saturday,5,23,True,False,Sunny,Sandwich,51,45,45,0,6,6.5,2.8,292.5,126.0,0.0,166.5,88.24,1
2023-06-10,2023,6,June,10,Saturday,5,23,True,False,Sunny,Donut,59,64,59,5,0,2.5,0.8,147.5,51.2,4.0,96.3,100.0,2
2023-06-10,2023,6,June,10,Saturday,5,23,True,False,Sunny,Muffin,39,48,39,9,0,3.2,1.1,124.8,52.8,9.9,72.0,100.0,2
2023-06-10,2023,6,June,10,Saturday,5,23,True,False,Sunny,Cinnamon_Roll,27,35,27,8,0,4.0,1.5,108.0,52.5,12.0,55.5,100.0,2
2023-06-11,2023,6,June,11,Sunday,6,23,True,False,Cloudy,Croissant,47,47,47,0,0,3.5,1.2,164.5,56.4,0.0,108.1,100.0,1
2023-06-11,2023,6,June,11,Sunday,6,23,True,False,Cloudy,Baguette,54,61,54,7,0,2.8,0.9,151.2,54.9,6.3,96.3,100.0,1
2023-06-11,2023,6,June,11,Sunday,6,23,True,False,Cloudy,Sourdough,26,33,26,7,0,5.5,2.0,143.0,66.0,14.0,77.0,100.0,3
2023-06-11,2023,6,June,11,Sunday,6,23,True,False,Cloudy,Sandwich,30,38,30,8,0,6.5,2.8,195.0,106.4,22.4,88.6,100.0,1
2023-06-11,2023,6,June,11,Sunday,6,23,True,False,Cloudy,Donut,58,54,54,0,4,2.5,0.8,135.0,43.2,0.0,91.8,93.1,2
2023-06-11,2023,6,June,11,Sunday,6,23,True,False,Cloudy,Muffin,43,40,40,0,3,3.2,1.1,128.0,44.0,0.0,84.0,93.02,2
2023-06-11,2023,6,June,11,Sunday,6,23,True,False,Cloudy,Cinnamon_Roll,29,29,29,0,0,4.0,1.5,116.0,43.5,0.0,72.5,100.0,2
2023-06-12,2023,6,June,12,Monday,0,24,False,False,Rainy,Croissant,22,25,22,3,0,3.5,1.2,77.0,30.0,3.6,47.0,100.0,1
2023-06-12,2023,6,June,12,Monday,0,24,False,False,Rainy,Baguette,24,32,24,8,0,2.8,0.9,67.2,28.8,7.2,38.4,100.0,1
2023-06-12,2023,6,June,12,Monday,0,24,False,False,Rainy,Sourdough,17,18,17,1,0,5.5,2.0,93.5,36.0,2.0,57.5,100.0,3
2023-06-12,2023,6,June,12,Monday,0,24,False,False,Rainy,Sandwich,21,20,20,0,1,6.5,2.8,130.0,56.0,0.0,74.0,95.24,1
2023-06-12,2023,6,June,12,Monday,0,24,False,False,Rainy,Donut,27,28,27,1,0,2.5,0.8,67.5,22.4,0.8,45.1,100.0,2
2023-06-12,2023,6,June,12,Monday,0,24,False,False,Rainy,Muffin,24,21,21,0,3,3.2,1.1,67.2,23.1,0.0,44.1,87.5,2
2023-06-12,2023,6,June,12,Monday,0,24,False,False,Rainy,Cinnamon_Roll,13,15,13,2,0,4.0,1.5,52.0,22.5,3.0,29.5,100.0,2
2023-06-13,2023,6,June,13,Tuesday,1,24,False,False,Cloudy,Croissant,30,31,30,1,0,3.5,1.2,105.0,37.2,1.2,67.8,100.0,1
2023-06-13,2023,6,June,13,Tuesday,1,24,False,False,Cloudy,Baguette,39,40,39,1,0,2.8,0.9,109.2,36.0,0.9,73.2,100.0,1
2023-06-13,2023,6,June,13,Tuesday,1,24,False,False,Cloudy,Sourdough,20,22,20,2,0,5.5,2.0,110.0,44.0,4.0,66.0,100.0,3
2023-06-13,2023,6,June,13,Tuesday,1,24,False,False,Cloudy,Sandwich,26,25,25,0,1,6.5,2.8,162.5,70.0,0.0,92.5,96.15,1
2023-06-13,2023,6,June,13,Tuesday,1,24,False,False,Cloudy,Donut,39,35,35,0,4,2.5,0.8,87.5,28.0,0.0,59.5,89.74,2
2023-06-13,2023,6,June,13,Tuesday,1,24,False,False,Cloudy,Muffin,22,26,22,4,0,3.2,1.1,70.4,28.6,4.4,41.8,100.0,2
2023-06-13,2023,6,June,13,Tuesday,1,24,False,False,Cloudy,Cinnamon_Roll,15,19,15,4,0,4.0,1.5,60.0,28.5,6.0,31.5,100.0,2
2023-06-14,2023,6,June,14,Wednesday,2,24,False,False,Sunny,Croissant,35,36,35,1,0,3.5,1.2,122.5,43.2,1.2,79.3,100.0,1
2023-06-14,2023,6,June,14,Wednesday,2,24,False,False,Sunny,Baguette,49,46,46,0,3,2.8,0.9,128.8,41.4,0.0,87.4,93.88,1
2023-06-14,2023,6,June,14,Wednesday,2,24,False,False,Sunny,Sourdough,21,26,21,5,0,5.5,2.0,115.5,52.0,10.0,63.5,100.0,3
2023-06-14,2023,6,June,14,Wednesday,2,24,False,False,Sunny,Sandwich,21,29,21,8,0,6.5,2.8,136.5,81.2,22.4,55.3,100.0,1
2023-06-14,2023,6,June,14,Wednesday,2,24,False,False,Sunny,Donut,52,41,41,0,11,2.5,0.8,102.5,32.8,0.0,69.7,78.85,2
2023-06-14,2023,6,June,14,Wednesday,2,24,False,False,Sunny,Muffin,24,31,24,7,0,3.2,1.1,76.8,34.1,7.7,42.7,100.0,2
2023-06-14,2023,6,June,14,Wednesday,2,24,False,False,Sunny,Cinnamon_Roll,24,22,22,0,2,4.0,1.5,88.0,33.0,0.0,55.0,91.67,2
2023-06-15,2023,6,June,15,Thursday,3,24,False,False,Sunny,Croissant,36,38,36,2,0,3.5,1.2,126.0,45.6,2.4,80.4,100.0,1
2023-06-15,2023,6,June,15,Thursday,3,24,False,False,Sunny,Baguette,47,49,47,2,0,2.8,0.9,131.6,44.1,1.8,87.5,100.0,1
2023-06-15,2023,6,June,15,Thursday,3,24,False,False,Sunny,Sourdough,25,27,25,2,0,5.5,2.0,137.5,54.0,4.0,83.5,100.0,3
2023-06-15,2023,6,June,15,Thursday,3,24,False,False,Sunny,Sandwich,33,30,30,0,3,6.5,2.8,195.0,84.0,0.0,111.0,90.91,1
2023-06-15,2023,6,June,15,Thursday,3,24,False,False,Sunny,Donut,39,43,39,4,0,2.5,0.8,97.5,34.4,3.2,63.1,100.0,2
2023-06-15,2023,6,June,15,Thursday,3,24,False,False,Sunny,Muffin,32,32,32,0,0,3.2,1.1,102.4,35.2,0.0,67.2,100.0,2
2023-06-15,2023,6,June,15,Thursday,3,24,False,False,Sunny,Cinnamon_Roll,24,24,24,0,0,4.0,1.5,96.0,36.0,0.0,60.0,100.0,2
2023-06-16,2023,6,June,16,Friday,4,24,False,False,Cloudy,Croissant,35,40,35,5,0,3.5,1.2,122.5,48.0,6.0,74.5,100.0,1
2023-06-16,2023,6,June,16,Friday,4,24,False,False,Cloudy,Baguette,47,51,47,4,0,2.8,0.9,131.6,45.9,3.6,85.7,100.0,1
2023-06-16,2023,6,June,16,Friday,4,24,False,False,Cloudy,Sourdough,22,28,22,6,0,5.5,2.0,121.0,56.0,12.0,65.0,100.0,3
2023-06-16,2023,6,June,16,Friday,4,24,False,False,Cloudy,Sandwich,28,32,28,4,0,6.5,2.8,182.0,89.6,11.2,92.4,100.0,1
2023-06-16,2023,6,June,16,Friday,4,24,False,False,Cloudy,Donut,36,45,36,9,0,2.5,0.8,90.0,36.0,7.2,54.0,100.0,2
2023-06-16,2023,6,June,16,Friday,4,24,False,False,Cloudy,Muffin,39,34,34,0,5,3.2,1.1,108.8,37.4,0.0,71.4,87.18,2
2023-06-16,2023,6,June,16,Friday,4,24,False,False,Cloudy,Cinnamon_Roll,24,25,24,1,0,4.0,1.5,96.0,37.5,1.5,58.5,100.0,2
2023-06-17,2023,6,June,17,Saturday,5,24,True,False,Rainy,Croissant,40,43,40,3,0,3.5,1.2,140.0,51.6,3.6,88.4,100.0,1
2023-06-17,2023,6,June,17,Saturday,5,24,True,False,Rainy,Baguette,50,55,50,5,0,2.8,0.9,140.0,49.5,4.5,90.5,100.0,1
2023-06-17,2023,6,June,17,Saturday,5,24,True,False,Rainy,Sourdough,31,31,31,0,0,5.5,2.0,170.5,62.0,0.0,108.5,100.0,3
2023-06-17,2023,6,June,17,Saturday,5,24,True,False,Rainy,Sandwich,38,34,34,0,4,6.5,2.8,221.0,95.2,0.0,125.8,89.47,1
2023-06-17,2023,6,June,17,Saturday,5,24,True,False,Rainy,Donut,49,49,49,0,0,2.5,0.8,122.5,39.2,0.0,83.3,100.0,2
2023-06-17,2023,6,June,17,Saturday,5,24,True,False,Rainy,Muffin,33,37,33,4,0,3.2,1.1,105.6,40.7,4.4,64.9,100.0,2
2023-06-17,2023,6,June,17,Saturday,5,24,True,False,Rainy,Cinnamon_Roll,19,27,19,8,0,4.0,1.5,76.0,40.5,12.0,35.5,100.0,2
2023-06-18,2023,6,June,18,Sunday,6,24,True,False,Sunny,Croissant,44,52,44,8,0,3.5,1.2,154.0,62.4,9.6,91.6,100.0,1
2023-06-18,2023,6,June,18,Sunday,6,24,True,False,Sunny,Baguette,52,67,52,15,0,2.8,0.9,145.6,60.3,13.5,85.3,100.0,1
2023-06-18,2023,6,June,18,Sunday,6,24,True,False,Sunny,Sourdough,36,37,36,1,0,5.5,2.0,198.0,74.0,2.0,124.0,100.0,3
2023-06-18,2023,6,June,18,Sunday,6,24,True,False,Sunny,Sandwich,38,41,38,3,0,6.5,2.8,247.0,114.8,8.4,132.2,100.0,1
2023-06-18,2023,6,June,18,Sunday,6,24,True,False,Sunny,Donut,39,59,39,20,0,2.5,0.8,97.5,47.2,16.0,50.3,100.0,2
2023-06-18,2023,6,June,18,Sunday,6,24,True,False,Sunny,Muffin,36,44,36,8,0,3.2,1.1,115.2,48.4,8.8,66.8,100.0,2
2023-06-18,2023,6,June,18,Sunday,6,24,True,False,Sunny,Cinnamon_Roll,16,32,16,16,0,4.0,1.5,64.0,48.0,24.0,16.0,100.0,2
2023-06-19,2023,6,June,19,Monday,0,25,False,False,Sunny,Croissant,32,32,32,0,0,3.5,1.2,112.0,38.4,0.0,73.6,100.0,1
2023-06-19,2023,6,June,19,Monday,0,25,False,False,Sunny,Baguette,32,41,32,9,0,2.8,0.9,89.6,36.9,8.1,52.7,100.0,1
2023-06-19,2023,6,June,19,Monday,0,25,False,False,Sunny,Sourdough,24,23,23,0,1,5.5,2.0,126.5,46.0,0.0,80.5,95.83,3
2023-06-19,2023,6,June,19,Monday,0,25,False,False,Sunny,Sandwich,30,26,26,0,4,6.5,2.8,169.0,72.8,0.0,96.2,86.67,1
